mq2,mq4,mq6,mq8,temperature,humidity,timestamp,threat_level
345.9957381813318,456.16305813384395,530.258270439912,297.44990253925334,16.982289807997933,56.49252913198495,2025-05-11 04:13:25.598791,0
625.1068480814639,196.3654754864711,388.46376506134993,213.4460717533599,28.68254102575075,60.7245803908735,2025-05-13 15:13:25.598791,0
1246.0466638004175,1197.1090846807465,2185.443887613525,762.252247259096,72.32645927307419,30.41306932477763,2025-05-12 13:33:25.598791,1
659.1184014828393,368.2173384424779,592.8552102608003,200.52784907010206,25.510652787998637,60.120489328871365,2025-05-20 11:28:25.598791,0
445.0792405307967,265.053449883414,364.79111000361326,264.9421048256726,30.46172193540241,44.076454574104645,2025-05-06 01:18:25.598791,0
475.10461974606653,268.31205946582156,458.05731797321727,191.3562814176708,26.88721468461458,44.099858694096454,2025-05-04 14:48:25.598791,0
2367.837849457536,1540.4111976193612,1429.921175186249,1103.9321262306376,69.12249362618292,3.0081248882319827,2025-04-20 05:08:25.598791,1
454.12489910140783,425.3839401842067,556.7066655108295,223.76664074047048,28.78335394566994,47.02016737661458,2025-04-20 10:48:25.598791,0
460.0317146971901,324.5890880665351,525.4182356995319,217.80813669735682,28.81441212381729,61.044661485194545,2025-05-08 17:08:25.598791,0
514.0074806314282,275.05738520814475,340.97985342986397,242.9981838504356,21.660620328037268,67.9217492528401,2025-04-24 01:38:25.598791,0
387.24603535653193,423.72700814231894,364.1561613152503,210.01649593202987,23.746989844843707,66.44754408012648,2025-05-18 05:18:25.598791,0
577.7693654859722,414.9671980822386,544.732303166877,189.6159890832565,29.955110774025474,38.80539314248878,2025-04-20 17:23:25.598791,0
542.767711844364,375.8856747849847,446.1082952272924,141.56295481321783,17.858662406477016,38.38890650604486,2025-05-17 08:43:25.598791,0
524.5917460312241,293.5348988496544,400.3331869772666,128.56837849753902,30.24239528262314,55.73538898442766,2025-04-25 15:18:25.598791,0
608.0796335364191,264.3943529632268,260.4449777801274,301.46484511783217,22.032042762595758,67.58676652938382,2025-04-30 21:43:25.598791,0
504.70241408496923,155.3092381200793,409.7914884619121,299.70764614858604,25.781412377468484,55.35314747758854,2025-05-03 00:03:25.598791,0
490.8263531791743,430.4653055173046,497.7054611596392,171.2402378051919,27.02981347709009,67.71145387332399,2025-05-04 12:13:25.598791,0
481.8491482110469,438.615299538934,346.2860306701722,200.00020389932047,20.746752460889127,65.33514729459733,2025-04-28 11:18:25.598791,0
2667.1469444095583,1362.2322820764412,2129.9864341625794,968.1893973652124,69.39596213367699,21.601381874597685,2025-05-14 14:23:25.598791,1
586.9240317346283,343.90317151596156,340.9535308498062,64.95127439504421,16.792704539223273,68.76742791416075,2025-04-19 01:08:25.598791,0
564.2016961001467,210.50517824408138,494.0565639885689,238.10180807456805,27.233848072660464,62.67196268730156,2025-04-30 11:48:25.598791,0
437.43367870875676,229.57170743758988,392.5670243060135,164.07959930164986,18.795006260660294,61.077378272902116,2025-04-20 16:03:25.598791,0
400.15312375084125,281.68336990641626,405.7528242161418,218.40320032224676,21.823392498539153,87.00724573923772,2025-05-15 19:13:25.598791,0
